filename,sep_degree,epsilon,sample_size,correct_guesses
1500_0.166000_8104.csv,0.166,0.21,15,60
1500_0.166000_8104.csv,0.166,0.26,12,48
1500_0.166000_8104.csv,0.166,0.31,10,35
1500_0.166000_8104.csv,0.166,0.36,9,33
1500_0.166000_8104.csv,0.166,0.41,8,15
1500_0.166000_8104.csv,0.166,0.46,7,9
1500_0.204667_4680.csv,0.204667,0.01,300,100
1500_0.204667_4680.csv,0.204667,0.06,50,100
1500_0.204667_4680.csv,0.204667,0.11,28,97
1500_0.204667_4680.csv,0.204667,0.16,19,81
1500_0.204667_4680.csv,0.204667,0.21,15,78
1500_0.204667_4680.csv,0.204667,0.26,12,54
1500_0.204667_4680.csv,0.204667,0.31,10,36
1500_0.204667_4680.csv,0.204667,0.36,9,29
1500_0.204667_4680.csv,0.204667,0.41,8,19
1500_0.204667_4680.csv,0.204667,0.46,7,19
1500_0.248000_2477.csv,0.248,0.01,300,100
1500_0.248000_2477.csv,0.248,0.06,50,100
1500_0.248000_2477.csv,0.248,0.11,28,99
1500_0.248000_2477.csv,0.248,0.16,19,85
1500_0.248000_2477.csv,0.248,0.21,15,77
1500_0.248000_2477.csv,0.248,0.26,12,65
1500_0.248000_2477.csv,0.248,0.31,10,49
1500_0.248000_2477.csv,0.248,0.36,9,32
1500_0.248000_2477.csv,0.248,0.41,8,22
1500_0.248000_2477.csv,0.248,0.46,7,15
1500_0.315333_9005.csv,0.315333,0.01,300,100
1500_0.315333_9005.csv,0.315333,0.06,50,100
1500_0.315333_9005.csv,0.315333,0.11,28,100
1500_0.315333_9005.csv,0.315333,0.16,19,92
1500_0.315333_9005.csv,0.315333,0.21,15,89
1500_0.315333_9005.csv,0.315333,0.26,12,87
1500_0.315333_9005.csv,0.315333,0.31,10,49
1500_0.315333_9005.csv,0.315333,0.36,9,54
1500_0.315333_9005.csv,0.315333,0.41,8,36
1500_0.315333_9005.csv,0.315333,0.46,7,23
1500_0.327333_2623.csv,0.327333,0.01,300,100
1500_0.327333_2623.csv,0.327333,0.06,50,100
1500_0.327333_2623.csv,0.327333,0.11,28,100
1500_0.327333_2623.csv,0.327333,0.16,19,99
1500_0.327333_2623.csv,0.327333,0.21,15,90
1500_0.327333_2623.csv,0.327333,0.26,12,78
1500_0.327333_2623.csv,0.327333,0.31,10,61
1500_0.327333_2623.csv,0.327333,0.36,9,52
1500_0.327333_2623.csv,0.327333,0.41,8,40
1500_0.327333_2623.csv,0.327333,0.46,7,22
1500_0.340000_2435.csv,0.34,0.01,300,100
1500_0.340000_2435.csv,0.34,0.06,50,100
1500_0.340000_2435.csv,0.34,0.11,28,100
1500_0.340000_2435.csv,0.34,0.16,19,99
1500_0.340000_2435.csv,0.34,0.21,15,93
1500_0.340000_2435.csv,0.34,0.26,12,81
1500_0.340000_2435.csv,0.34,0.31,10,58
1500_0.340000_2435.csv,0.34,0.36,9,56
1500_0.340000_2435.csv,0.34,0.41,8,43
1500_0.340000_2435.csv,0.34,0.46,7,28
1500_0.357333_1503.csv,0.357333,0.01,300,100
1500_0.357333_1503.csv,0.357333,0.06,50,100
1500_0.357333_1503.csv,0.357333,0.11,28,100
1500_0.357333_1503.csv,0.357333,0.16,19,100
1500_0.357333_1503.csv,0.357333,0.21,15,96
1500_0.357333_1503.csv,0.357333,0.26,12,76
1500_0.357333_1503.csv,0.357333,0.31,10,65
1500_0.357333_1503.csv,0.357333,0.36,9,54
1500_0.357333_1503.csv,0.357333,0.41,8,35
1500_0.357333_1503.csv,0.357333,0.46,7,32
1500_0.366667_9432.csv,0.366667,0.01,300,100
1500_0.366667_9432.csv,0.366667,0.06,50,100
1500_0.366667_9432.csv,0.366667,0.11,28,100
1500_0.366667_9432.csv,0.366667,0.16,19,100
1500_0.366667_9432.csv,0.366667,0.21,15,95
1500_0.366667_9432.csv,0.366667,0.26,12,90
1500_0.366667_9432.csv,0.366667,0.31,10,61
1500_0.366667_9432.csv,0.366667,0.36,9,62
1500_0.366667_9432.csv,0.366667,0.41,8,39
1500_0.366667_9432.csv,0.366667,0.46,7,33
1500_0.370000_4397.csv,0.37,0.01,300,100
1500_0.370000_4397.csv,0.37,0.06,50,100
1500_0.370000_4397.csv,0.37,0.11,28,100
1500_0.370000_4397.csv,0.37,0.16,19,99
1500_0.370000_4397.csv,0.37,0.21,15,97
1500_0.370000_4397.csv,0.37,0.26,12,84
1500_0.370000_4397.csv,0.37,0.31,10,64
1500_0.370000_4397.csv,0.37,0.36,9,54
1500_0.370000_4397.csv,0.37,0.41,8,48
1500_0.370000_4397.csv,0.37,0.46,7,31
1500_0.393333_1277.csv,0.393333,0.01,300,100
1500_0.393333_1277.csv,0.393333,0.06,50,100
1500_0.393333_1277.csv,0.393333,0.11,28,100
1500_0.393333_1277.csv,0.393333,0.16,19,100
1500_0.393333_1277.csv,0.393333,0.21,15,96
1500_0.393333_1277.csv,0.393333,0.26,12,87
1500_0.393333_1277.csv,0.393333,0.31,10,63
1500_0.393333_1277.csv,0.393333,0.36,9,57
1500_0.393333_1277.csv,0.393333,0.41,8,54
1500_0.393333_1277.csv,0.393333,0.46,7,28
1500_0.418667_5274.csv,0.418667,0.01,300,100
1500_0.418667_5274.csv,0.418667,0.06,50,100
1500_0.418667_5274.csv,0.418667,0.11,28,100
1500_0.418667_5274.csv,0.418667,0.16,19,100
1500_0.418667_5274.csv,0.418667,0.21,15,96
1500_0.418667_5274.csv,0.418667,0.26,12,88
1500_0.418667_5274.csv,0.418667,0.31,10,82
1500_0.418667_5274.csv,0.418667,0.36,9,63
1500_0.418667_5274.csv,0.418667,0.41,8,53
1500_0.418667_5274.csv,0.418667,0.46,7,26
1500_0.420667_4454.csv,0.420667,0.01,300,100
1500_0.420667_4454.csv,0.420667,0.06,50,100
1500_0.420667_4454.csv,0.420667,0.11,28,100
1500_0.420667_4454.csv,0.420667,0.16,19,99
1500_0.420667_4454.csv,0.420667,0.21,15,96
1500_0.420667_4454.csv,0.420667,0.26,12,86
1500_0.420667_4454.csv,0.420667,0.31,10,71
1500_0.420667_4454.csv,0.420667,0.36,9,65
1500_0.420667_4454.csv,0.420667,0.41,8,47
1500_0.420667_4454.csv,0.420667,0.46,7,32
1500_0.429333_7062.csv,0.429333,0.01,300,100
1500_0.429333_7062.csv,0.429333,0.06,50,100
1500_0.429333_7062.csv,0.429333,0.11,28,100
1500_0.429333_7062.csv,0.429333,0.16,19,100
1500_0.429333_7062.csv,0.429333,0.21,15,96
1500_0.429333_7062.csv,0.429333,0.26,12,90
1500_0.429333_7062.csv,0.429333,0.31,10,72
1500_0.429333_7062.csv,0.429333,0.36,9,61
1500_0.429333_7062.csv,0.429333,0.41,8,49
1500_0.429333_7062.csv,0.429333,0.46,7,39
1500_0.444000_9914.csv,0.444,0.01,300,100
1500_0.444000_9914.csv,0.444,0.06,50,100
1500_0.444000_9914.csv,0.444,0.11,28,100
1500_0.444000_9914.csv,0.444,0.16,19,99
1500_0.444000_9914.csv,0.444,0.21,15,95
1500_0.444000_9914.csv,0.444,0.26,12,93
1500_0.444000_9914.csv,0.444,0.31,10,73
1500_0.444000_9914.csv,0.444,0.36,9,60
1500_0.444000_9914.csv,0.444,0.41,8,54
1500_0.444000_9914.csv,0.444,0.46,7,33
1500_0.452000_7835.csv,0.452,0.01,300,100
1500_0.452000_7835.csv,0.452,0.06,50,100
1500_0.452000_7835.csv,0.452,0.11,28,100
1500_0.452000_7835.csv,0.452,0.16,19,100
1500_0.452000_7835.csv,0.452,0.21,15,99
1500_0.452000_7835.csv,0.452,0.26,12,91
1500_0.452000_7835.csv,0.452,0.31,10,75
1500_0.452000_7835.csv,0.452,0.36,9,69
1500_0.452000_7835.csv,0.452,0.41,8,49
1500_0.452000_7835.csv,0.452,0.46,7,40
1500_0.453333_7599.csv,0.453333,0.01,300,100
1500_0.453333_7599.csv,0.453333,0.06,50,100
1500_0.453333_7599.csv,0.453333,0.11,28,100
1500_0.453333_7599.csv,0.453333,0.16,19,100
1500_0.453333_7599.csv,0.453333,0.21,15,98
1500_0.453333_7599.csv,0.453333,0.26,12,89
1500_0.453333_7599.csv,0.453333,0.31,10,77
1500_0.453333_7599.csv,0.453333,0.36,9,59
1500_0.453333_7599.csv,0.453333,0.41,8,52
1500_0.453333_7599.csv,0.453333,0.46,7,40
2000_0.000500_8178.csv,0.0005,0.01,300,0
2000_0.000500_8178.csv,0.0005,0.06,50,0
2000_0.000500_8178.csv,0.0005,0.11,28,0
2000_0.000500_8178.csv,0.0005,0.16,19,0
2000_0.000500_8178.csv,0.0005,0.21,15,0
2000_0.000500_8178.csv,0.0005,0.26,12,0
2000_0.000500_8178.csv,0.0005,0.31,10,0
2000_0.000500_8178.csv,0.0005,0.36,9,0
2000_0.000500_8178.csv,0.0005,0.41,8,0
2000_0.000500_8178.csv,0.0005,0.46,7,0
2000_0.001500_1804.csv,0.0015,0.01,300,6
2000_0.001500_1804.csv,0.0015,0.06,50,0
2000_0.001500_1804.csv,0.0015,0.11,28,0
2000_0.001500_1804.csv,0.0015,0.16,19,0
2000_0.001500_1804.csv,0.0015,0.21,15,0
2000_0.001500_1804.csv,0.0015,0.26,12,0
2000_0.001500_1804.csv,0.0015,0.31,10,0
2000_0.001500_1804.csv,0.0015,0.36,9,0
2000_0.001500_1804.csv,0.0015,0.41,8,0
2000_0.001500_1804.csv,0.0015,0.46,7,0
2000_0.011000_9041.csv,0.011,0.01,300,86
2000_0.011000_9041.csv,0.011,0.06,50,6
2000_0.011000_9041.csv,0.011,0.11,28,0
2000_0.011000_9041.csv,0.011,0.16,19,2
2000_0.011000_9041.csv,0.011,0.21,15,0
2000_0.011000_9041.csv,0.011,0.26,12,0
2000_0.011000_9041.csv,0.011,0.31,10,0
2000_0.011000_9041.csv,0.011,0.36,9,0
2000_0.011000_9041.csv,0.011,0.41,8,0
2000_0.011000_9041.csv,0.011,0.46,7,0
2000_0.072000_9140.csv,0.072,0.01,300,100
2000_0.072000_9140.csv,0.072,0.06,50,77
2000_0.072000_9140.csv,0.072,0.11,28,39
2000_0.072000_9140.csv,0.072,0.16,19,29
2000_0.072000_9140.csv,0.072,0.21,15,8
2000_0.072000_9140.csv,0.072,0.26,12,6
2000_0.072000_9140.csv,0.072,0.31,10,1
2000_0.072000_9140.csv,0.072,0.36,9,5
2000_0.072000_9140.csv,0.072,0.41,8,2
2000_0.072000_9140.csv,0.072,0.46,7,3
2000_0.148500_5519.csv,0.1485,0.01,300,100
2000_0.148500_5519.csv,0.1485,0.06,50,100
2000_0.148500_5519.csv,0.1485,0.11,28,88
2000_0.148500_5519.csv,0.1485,0.16,19,67
2000_0.148500_5519.csv,0.1485,0.21,15,55
2000_0.148500_5519.csv,0.1485,0.26,12,44
2000_0.148500_5519.csv,0.1485,0.31,10,26
2000_0.148500_5519.csv,0.1485,0.36,9,24
2000_0.148500_5519.csv,0.1485,0.41,8,17
2000_0.148500_5519.csv,0.1485,0.46,7,8
2000_0.193500_3464.csv,0.1935,0.01,300,100
2000_0.193500_3464.csv,0.1935,0.06,50,100
2000_0.193500_3464.csv,0.1935,0.11,28,96
2000_0.193500_3464.csv,0.1935,0.16,19,79
2000_0.193500_3464.csv,0.1935,0.21,15,69
2000_0.193500_3464.csv,0.1935,0.26,12,35
2000_0.193500_3464.csv,0.1935,0.31,10,40
2000_0.193500_3464.csv,0.1935,0.36,9,29
2000_0.193500_3464.csv,0.1935,0.41,8,16
2000_0.193500_3464.csv,0.1935,0.46,7,9
2000_0.241000_8798.csv,0.241,0.01,300,100
2000_0.241000_8798.csv,0.241,0.06,50,100
2000_0.241000_8798.csv,0.241,0.11,28,98
2000_0.241000_8798.csv,0.241,0.16,19,93
2000_0.241000_8798.csv,0.241,0.21,15,76
2000_0.241000_8798.csv,0.241,0.26,12,56
2000_0.241000_8798.csv,0.241,0.31,10,49
2000_0.241000_8798.csv,0.241,0.36,9,32
2000_0.241000_8798.csv,0.241,0.41,8,23
2000_0.241000_8798.csv,0.241,0.46,7,19
2000_0.244500_7792.csv,0.2445,0.01,300,100
2000_0.244500_7792.csv,0.2445,0.06,50,100
2000_0.244500_7792.csv,0.2445,0.11,28,99
2000_0.244500_7792.csv,0.2445,0.16,19,93
2000_0.244500_7792.csv,0.2445,0.21,15,87
2000_0.244500_7792.csv,0.2445,0.26,12,56
2000_0.244500_7792.csv,0.2445,0.31,10,64
2000_0.244500_7792.csv,0.2445,0.36,9,43
2000_0.244500_7792.csv,0.2445,0.41,8,38
2000_0.244500_7792.csv,0.2445,0.46,7,23
2000_0.258000_5893.csv,0.258,0.01,300,100
2000_0.258000_5893.csv,0.258,0.06,50,100
2000_0.258000_5893.csv,0.258,0.11,28,99
2000_0.258000_5893.csv,0.258,0.16,19,92
2000_0.258000_5893.csv,0.258,0.21,15,82
2000_0.258000_5893.csv,0.258,0.26,12,55
2000_0.258000_5893.csv,0.258,0.31,10,48
2000_0.258000_5893.csv,0.258,0.36,9,32
2000_0.258000_5893.csv,0.258,0.41,8,35
2000_0.258000_5893.csv,0.258,0.46,7,20
2000_0.278500_6910.csv,0.2785,0.01,300,100
2000_0.278500_6910.csv,0.2785,0.06,50,100
2000_0.278500_6910.csv,0.2785,0.11,28,99
2000_0.278500_6910.csv,0.2785,0.16,19,97
2000_0.278500_6910.csv,0.2785,0.21,15,89
2000_0.278500_6910.csv,0.2785,0.26,12,70
2000_0.278500_6910.csv,0.2785,0.31,10,51
2000_0.278500_6910.csv,0.2785,0.36,9,43
2000_0.278500_6910.csv,0.2785,0.41,8,35
2000_0.278500_6910.csv,0.2785,0.46,7,20
2000_0.298500_6067.csv,0.2985,0.01,300,100
2000_0.298500_6067.csv,0.2985,0.06,50,100
2000_0.298500_6067.csv,0.2985,0.11,28,100
2000_0.298500_6067.csv,0.2985,0.16,19,99
2000_0.298500_6067.csv,0.2985,0.21,15,86
2000_0.298500_6067.csv,0.2985,0.26,12,62
2000_0.298500_6067.csv,0.2985,0.31,10,61
2000_0.298500_6067.csv,0.2985,0.36,9,47
2000_0.298500_6067.csv,0.2985,0.41,8,42
2000_0.298500_6067.csv,0.2985,0.46,7,20
2000_0.351000_3974.csv,0.351,0.01,300,100
2000_0.351000_3974.csv,0.351,0.06,50,100
2000_0.351000_3974.csv,0.351,0.11,28,100
2000_0.351000_3974.csv,0.351,0.16,19,96
2000_0.351000_3974.csv,0.351,0.21,15,94
2000_0.351000_3974.csv,0.351,0.26,12,83
2000_0.351000_3974.csv,0.351,0.31,10,70
2000_0.351000_3974.csv,0.351,0.36,9,57
2000_0.351000_3974.csv,0.351,0.41,8,38
2000_0.351000_3974.csv,0.351,0.46,7,31
2000_0.365000_1821.csv,0.365,0.01,300,100
2000_0.365000_1821.csv,0.365,0.06,50,100
2000_0.365000_1821.csv,0.365,0.11,28,100
2000_0.365000_1821.csv,0.365,0.16,19,100
2000_0.365000_1821.csv,0.365,0.21,15,97
2000_0.365000_1821.csv,0.365,0.26,12,83
2000_0.365000_1821.csv,0.365,0.31,10,67
2000_0.365000_1821.csv,0.365,0.36,9,65
2000_0.365000_1821.csv,0.365,0.41,8,48
2000_0.365000_1821.csv,0.365,0.46,7,24
2000_0.372000_3933.csv,0.372,0.01,300,100
2000_0.372000_3933.csv,0.372,0.06,50,100
2000_0.372000_3933.csv,0.372,0.11,28,100
2000_0.372000_3933.csv,0.372,0.16,19,99
2000_0.372000_3933.csv,0.372,0.21,15,96
2000_0.372000_3933.csv,0.372,0.26,12,86
2000_0.372000_3933.csv,0.372,0.31,10,60
2000_0.372000_3933.csv,0.372,0.36,9,54
2000_0.372000_3933.csv,0.372,0.41,8,47
2000_0.372000_3933.csv,0.372,0.46,7,29
2000_0.438000_7366.csv,0.438,0.01,300,100
2000_0.438000_7366.csv,0.438,0.06,50,100
2000_0.438000_7366.csv,0.438,0.11,28,100
2000_0.438000_7366.csv,0.438,0.16,19,100
2000_0.438000_7366.csv,0.438,0.21,15,96
2000_0.438000_7366.csv,0.438,0.26,12,88
2000_0.438000_7366.csv,0.438,0.31,10,80
2000_0.438000_7366.csv,0.438,0.36,9,66
2000_0.438000_7366.csv,0.438,0.41,8,41
2000_0.438000_7366.csv,0.438,0.46,7,25
2000_0.464500_2674.csv,0.4645,0.01,300,100
2000_0.464500_2674.csv,0.4645,0.06,50,100
2000_0.464500_2674.csv,0.4645,0.11,28,100
2000_0.464500_2674.csv,0.4645,0.16,19,100
2000_0.464500_2674.csv,0.4645,0.21,15,98
2000_0.464500_2674.csv,0.4645,0.26,12,91
2000_0.464500_2674.csv,0.4645,0.31,10,75
2000_0.464500_2674.csv,0.4645,0.36,9,64
2000_0.464500_2674.csv,0.4645,0.41,8,50
2000_0.464500_2674.csv,0.4645,0.46,7,28
2500_0.001600_9520.csv,0.0016,0.01,300,0
2500_0.001600_9520.csv,0.0016,0.06,50,0
2500_0.001600_9520.csv,0.0016,0.11,28,0
2500_0.001600_9520.csv,0.0016,0.16,19,0
2500_0.001600_9520.csv,0.0016,0.21,15,0
2500_0.001600_9520.csv,0.0016,0.26,12,0
2500_0.001600_9520.csv,0.0016,0.31,10,0
2500_0.001600_9520.csv,0.0016,0.36,9,0
2500_0.001600_9520.csv,0.0016,0.41,8,0
2500_0.001600_9520.csv,0.0016,0.46,7,0
2500_0.002000_2438.csv,0.002,0.01,300,1
2500_0.002000_2438.csv,0.002,0.06,50,0
2500_0.002000_2438.csv,0.002,0.11,28,0
2500_0.002000_2438.csv,0.002,0.16,19,0
2500_0.002000_2438.csv,0.002,0.21,15,0
2500_0.002000_2438.csv,0.002,0.26,12,0
2500_0.002000_2438.csv,0.002,0.31,10,0
2500_0.002000_2438.csv,0.002,0.36,9,0
2500_0.002000_2438.csv,0.002,0.41,8,0
2500_0.002000_2438.csv,0.002,0.46,7,0
2500_0.026000_9559.csv,0.026,0.01,300,99
2500_0.026000_9559.csv,0.026,0.06,50,29
2500_0.026000_9559.csv,0.026,0.11,28,3
2500_0.026000_9559.csv,0.026,0.16,19,2
2500_0.026000_9559.csv,0.026,0.21,15,0
2500_0.026000_9559.csv,0.026,0.26,12,1
2500_0.026000_9559.csv,0.026,0.31,10,0
2500_0.026000_9559.csv,0.026,0.36,9,0
2500_0.026000_9559.csv,0.026,0.41,8,0
2500_0.026000_9559.csv,0.026,0.46,7,0
2500_0.083200_7896.csv,0.0832,0.01,300,100
2500_0.083200_7896.csv,0.0832,0.06,50,87
2500_0.083200_7896.csv,0.0832,0.11,28,55
2500_0.083200_7896.csv,0.0832,0.16,19,41
2500_0.083200_7896.csv,0.0832,0.21,15,19
2500_0.083200_7896.csv,0.0832,0.26,12,20
2500_0.083200_7896.csv,0.0832,0.31,10,9
2500_0.083200_7896.csv,0.0832,0.36,9,8
2500_0.083200_7896.csv,0.0832,0.41,8,6
2500_0.083200_7896.csv,0.0832,0.46,7,1
2500_0.101600_8875.csv,0.1016,0.01,300,100
2500_0.101600_8875.csv,0.1016,0.06,50,93
2500_0.101600_8875.csv,0.1016,0.11,28,70
2500_0.101600_8875.csv,0.1016,0.16,19,33
2500_0.101600_8875.csv,0.1016,0.21,15,32
2500_0.101600_8875.csv,0.1016,0.26,12,15
2500_0.101600_8875.csv,0.1016,0.31,10,11
2500_0.101600_8875.csv,0.1016,0.36,9,6
2500_0.101600_8875.csv,0.1016,0.41,8,4
2500_0.101600_8875.csv,0.1016,0.46,7,3
2500_0.114800_7613.csv,0.1148,0.01,300,100
2500_0.114800_7613.csv,0.1148,0.06,50,98
2500_0.114800_7613.csv,0.1148,0.11,28,73
2500_0.114800_7613.csv,0.1148,0.16,19,53
2500_0.114800_7613.csv,0.1148,0.21,15,29
2500_0.114800_7613.csv,0.1148,0.26,12,26
2500_0.114800_7613.csv,0.1148,0.31,10,17
2500_0.114800_7613.csv,0.1148,0.36,9,17
2500_0.114800_7613.csv,0.1148,0.41,8,10
2500_0.114800_7613.csv,0.1148,0.46,7,3
2500_0.194800_5742.csv,0.1948,0.01,300,100
2500_0.194800_5742.csv,0.1948,0.06,50,100
2500_0.194800_5742.csv,0.1948,0.11,28,94
2500_0.194800_5742.csv,0.1948,0.16,19,79
2500_0.194800_5742.csv,0.1948,0.21,15,67
2500_0.194800_5742.csv,0.1948,0.26,12,47
2500_0.194800_5742.csv,0.1948,0.31,10,34
2500_0.194800_5742.csv,0.1948,0.36,9,25
2500_0.194800_5742.csv,0.1948,0.41,8,21
2500_0.194800_5742.csv,0.1948,0.46,7,12
2500_0.227600_3657.csv,0.2276,0.01,300,100
2500_0.227600_3657.csv,0.2276,0.06,50,100
2500_0.227600_3657.csv,0.2276,0.11,28,98
2500_0.227600_3657.csv,0.2276,0.16,19,86
2500_0.227600_3657.csv,0.2276,0.21,15,78
2500_0.227600_3657.csv,0.2276,0.26,12,51
2500_0.227600_3657.csv,0.2276,0.31,10,53
2500_0.227600_3657.csv,0.2276,0.36,9,34
2500_0.227600_3657.csv,0.2276,0.41,8,15
2500_0.227600_3657.csv,0.2276,0.46,7,21
2500_0.245600_4749.csv,0.2456,0.01,300,100
2500_0.245600_4749.csv,0.2456,0.06,50,100
2500_0.245600_4749.csv,0.2456,0.11,28,99
2500_0.245600_4749.csv,0.2456,0.16,19,95
2500_0.245600_4749.csv,0.2456,0.21,15,79
2500_0.245600_4749.csv,0.2456,0.26,12,65
2500_0.245600_4749.csv,0.2456,0.31,10,48
2500_0.245600_4749.csv,0.2456,0.36,9,41
2500_0.245600_4749.csv,0.2456,0.41,8,25
2500_0.245600_4749.csv,0.2456,0.46,7,20
2500_0.283200_3830.csv,0.2832,0.01,300,100
2500_0.283200_3830.csv,0.2832,0.06,50,100
2500_0.283200_3830.csv,0.2832,0.11,28,100
2500_0.283200_3830.csv,0.2832,0.16,19,96
2500_0.283200_3830.csv,0.2832,0.21,15,82
2500_0.283200_3830.csv,0.2832,0.26,12,66
2500_0.283200_3830.csv,0.2832,0.31,10,53
2500_0.283200_3830.csv,0.2832,0.36,9,40
2500_0.283200_3830.csv,0.2832,0.41,8,36
2500_0.283200_3830.csv,0.2832,0.46,7,19
2500_0.288800_3138.csv,0.2888,0.01,300,100
2500_0.288800_3138.csv,0.2888,0.06,50,100
2500_0.288800_3138.csv,0.2888,0.11,28,100
2500_0.288800_3138.csv,0.2888,0.16,19,96
2500_0.288800_3138.csv,0.2888,0.21,15,83
2500_0.288800_3138.csv,0.2888,0.26,12,63
2500_0.288800_3138.csv,0.2888,0.31,10,49
2500_0.288800_3138.csv,0.2888,0.36,9,47
2500_0.288800_3138.csv,0.2888,0.41,8,34
2500_0.288800_3138.csv,0.2888,0.46,7,26
2500_0.330400_3437.csv,0.3304,0.01,300,100
2500_0.330400_3437.csv,0.3304,0.06,50,100
2500_0.330400_3437.csv,0.3304,0.11,28,100
2500_0.330400_3437.csv,0.3304,0.16,19,97
2500_0.330400_3437.csv,0.3304,0.21,15,94
2500_0.330400_3437.csv,0.3304,0.26,12,84
2500_0.330400_3437.csv,0.3304,0.31,10,58
2500_0.330400_3437.csv,0.3304,0.36,9,46
2500_0.330400_3437.csv,0.3304,0.41,8,40
2500_0.330400_3437.csv,0.3304,0.46,7,28
2500_0.380400_9516.csv,0.3804,0.01,300,100
2500_0.380400_9516.csv,0.3804,0.06,50,100
2500_0.380400_9516.csv,0.3804,0.11,28,100
2500_0.380400_9516.csv,0.3804,0.16,19,100
2500_0.380400_9516.csv,0.3804,0.21,15,96
2500_0.380400_9516.csv,0.3804,0.26,12,86
2500_0.380400_9516.csv,0.3804,0.31,10,72
2500_0.380400_9516.csv,0.3804,0.36,9,64
2500_0.380400_9516.csv,0.3804,0.41,8,52
2500_0.380400_9516.csv,0.3804,0.46,7,27
2500_0.436000_8862.csv,0.436,0.01,300,100
2500_0.436000_8862.csv,0.436,0.06,50,100
2500_0.436000_8862.csv,0.436,0.11,28,100
2500_0.436000_8862.csv,0.436,0.16,19,99
2500_0.436000_8862.csv,0.436,0.21,15,97
2500_0.436000_8862.csv,0.436,0.26,12,81
2500_0.436000_8862.csv,0.436,0.31,10,75
2500_0.436000_8862.csv,0.436,0.36,9,64
2500_0.436000_8862.csv,0.436,0.41,8,50
2500_0.436000_8862.csv,0.436,0.46,7,36
2500_0.460000_9376.csv,0.46,0.01,300,100
2500_0.460000_9376.csv,0.46,0.06,50,100
2500_0.460000_9376.csv,0.46,0.11,28,100
2500_0.460000_9376.csv,0.46,0.16,19,100
2500_0.460000_9376.csv,0.46,0.21,15,98
2500_0.460000_9376.csv,0.46,0.26,12,90
2500_0.460000_9376.csv,0.46,0.31,10,75
2500_0.460000_9376.csv,0.46,0.36,9,54
2500_0.460000_9376.csv,0.46,0.41,8,47
2500_0.460000_9376.csv,0.46,0.46,7,23
3000_0.000000_3696.csv,0,0.01,300,100
3000_0.000000_3696.csv,0,0.06,50,100
3000_0.000000_3696.csv,0,0.11,28,100
3000_0.000000_3696.csv,0,0.16,19,100
3000_0.000000_3696.csv,0,0.21,15,100
3000_0.000000_3696.csv,0,0.26,12,100
3000_0.000000_3696.csv,0,0.31,10,100
3000_0.000000_3696.csv,0,0.36,9,100
3000_0.000000_3696.csv,0,0.41,8,100
3000_0.000000_3696.csv,0,0.46,7,100
3000_0.000667_9362.csv,0.000667,0.01,300,0
3000_0.000667_9362.csv,0.000667,0.06,50,0
3000_0.000667_9362.csv,0.000667,0.11,28,0
3000_0.000667_9362.csv,0.000667,0.16,19,0
3000_0.000667_9362.csv,0.000667,0.21,15,0
3000_0.000667_9362.csv,0.000667,0.26,12,0
3000_0.000667_9362.csv,0.000667,0.31,10,0
3000_0.000667_9362.csv,0.000667,0.36,9,0
3000_0.000667_9362.csv,0.000667,0.41,8,0
3000_0.000667_9362.csv,0.000667,0.46,7,0
3000_0.001333_2386.csv,0.001333,0.01,300,0
3000_0.001333_2386.csv,0.001333,0.06,50,0
3000_0.001333_2386.csv,0.001333,0.11,28,0
3000_0.001333_2386.csv,0.001333,0.16,19,0
3000_0.001333_2386.csv,0.001333,0.21,15,0
3000_0.001333_2386.csv,0.001333,0.26,12,0
3000_0.001333_2386.csv,0.001333,0.31,10,0
3000_0.001333_2386.csv,0.001333,0.36,9,0
3000_0.001333_2386.csv,0.001333,0.41,8,0
3000_0.001333_2386.csv,0.001333,0.46,7,0
3000_0.079333_1912.csv,0.079333,0.01,300,100
3000_0.079333_1912.csv,0.079333,0.06,50,92
3000_0.079333_1912.csv,0.079333,0.11,28,63
3000_0.079333_1912.csv,0.079333,0.16,19,36
3000_0.079333_1912.csv,0.079333,0.21,15,21
